PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,player_id
51,Mahmoud,Abdul-Rauf,Mahmoud Abdul-Rauf,"Abdul-Rauf, Mahmoud",M. Abdul-Rauf,mahmoud-abdul-rauf,1969-03-09T00:00:00,Louisiana State,USA,Louisiana State/USA,6-1,162,9,1,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,mahmoud_abdul-rauf,1990,2000,N,Y,Y,1990,1,3,N,51
949,Shareef,Abdur-Rahim,Shareef Abdur-Rahim,"Abdur-Rahim, Shareef",S. Abdur-Rahim,shareef-abdur-rahim,1976-12-11T00:00:00,California,USA,California/USA,6-9,245,13,3,Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,shareef_abdur-rahim,1996,2007,N,Y,Y,1996,1,3,N,949
2042,Courtney,Alexander,Courtney Alexander,"Alexander, Courtney",C. Alexander,courtney-alexander,1977-04-27T00:00:00,Fresno State,USA,Fresno State/USA,6-5,205,4,32,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,courtney_alexander,2000,2003,N,Y,Y,2000,1,13,N,2042
951,Ray,Allen,Ray Allen,"Allen, Ray",R. Allen,ray-allen,1975-07-20T00:00:00,Connecticut,USA,Connecticut/USA,6-5,205,18,34,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ray_allen,1996,2013,N,Y,Y,1996,1,5,Y,951
1747,Rafer,Alston,Rafer Alston,"Alston, Rafer",R. Alston,rafer-alston,1976-07-24T00:00:00,Fresno State,USA,Fresno State/USA,6-2,175,11,11,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,rafer_alston,1999,2009,Y,Y,Y,1998,2,39,N,1747
680,John,Amaechi,John Amaechi,"Amaechi, John",J. Amaechi,john-amaechi,1970-11-26T00:00:00,Penn State,United Kingdom,Penn State/United Kingdom,6-10,270,6,13,Forward-Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,john_amaechi,1995,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,680
1507,Derek,Anderson,Derek Anderson,"Anderson, Derek",D. Anderson,derek-anderson,1974-07-18T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,12,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,derek_anderson,1997,2007,N,Y,Y,1997,1,13,N,1507
98,Nick,Anderson,Nick Anderson,"Anderson, Nick",N. Anderson,nick-anderson,1968-01-20T00:00:00,Illinois,USA,Illinois/USA,6-6,228,14,5,Forward-Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,nick_anderson,1989,2002,N,Y,Y,1989,1,11,N,98
1000,Shandon,Anderson,Shandon Anderson,"Anderson, Shandon",S. Anderson,shandon-anderson,1973-12-31T00:00:00,Georgia,USA,Georgia/USA,6-6,215,10,49,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,shandon_anderson,1996,2005,N,Y,Y,1996,2,54,N,1000
21,Greg,Anthony,Greg Anthony,"Anthony, Greg",G. Anthony,greg-anthony,1967-11-15T00:00:00,UNLV,USA,UNLV/USA,6-1,180,11,50,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,greg_anthony,1991,2001,N,Y,Y,1991,1,12,N,21
353,Darrell,Armstrong,Darrell Armstrong,"Armstrong, Darrell",D. Armstrong,darrell-armstrong,1968-06-22T00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180,15,10,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,darrell_armstrong,1994,2007,N,Y,Y,Undrafted,Undrafted,Undrafted,N,353
1088,Chucky,Atkins,Chucky Atkins,"Atkins, Chucky",C. Atkins,chucky-atkins,1974-08-14T00:00:00,South Florida,USA,South Florida/USA,5-11,185,12,17,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chucky_atkins,1999,2009,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1088
278,Stacey,Augmon,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01T00:00:00,UNLV,USA,UNLV/USA,6-8,213,16,2,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991,2005,N,Y,Y,1991,1,9,N,278
1134,Ike,Austin,Ike Austin,"Austin, Ike",I. Austin,ike-austin,1969-08-18T00:00:00,Arizona State,USA,Arizona State/USA,6-10,288,9,,Center,Inactive,N,0,,,,,ike_austin,1991,2001,N,Y,Y,1991,2,48,N,1134
1895,William,Avery,William Avery,"Avery, William",W. Avery,william-avery,1979-08-08T00:00:00,Duke,USA,Duke/USA,6-2,180,4,30,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,william_avery,1999,2002,N,Y,Y,1999,1,14,N,1895
2053,Dalibor,Bagaric,Dalibor Bagaric,"Bagaric, Dalibor",D. Bagaric,dalibor-bagaric,1980-07-02T00:00:00,Benston Zagreb,Croatia,Benston Zagreb/Croatia,7-1,290,4,11,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,dalibor_bagaric,2000,2002,N,Y,Y,2000,1,24,N,2053
452,Vin,Baker,Vin Baker,"Baker, Vin",V. Baker,vin-baker,1971-11-23T00:00:00,Hartford,USA,Hartford/USA,6-11,240,13,34,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vin_baker,1993,2005,N,Y,Y,1993,1,8,N,452
344,Dana,Barros,Dana Barros,"Barros, Dana",D. Barros,dana-barros,1967-04-13T00:00:00,Boston College,USA,Boston College/USA,5-11,165,15,,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,dana_barros,1989,2003,N,Y,Y,1989,1,16,N,344
699,Brent,Barry,Brent Barry,"Barry, Brent",B. Barry,brent-barry,1971-12-31T00:00:00,Oregon State,USA,Oregon State/USA,6-7,210,15,17,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,brent_barry,1995,2008,N,Y,Y,1995,1,15,N,699
